Target Action,Reference Action,Model,Run,Compiles?
Pick-Up,Open,gpt-3.5-turbo-0613,5,No
Pick-Up,Open,gpt-4-0613,1,No
Pick-Up,Open,gpt-4-0613,2,No
Pick-Up,Open,gpt-4-0613,3,No
Pick-Up,Open,gpt-4-0613,4,No
Pick-Up,Open,gpt-4-0613,5,No
Pick-Up,Place-Down,gpt-3.5-turbo-0301,1,No
Pick-Up,Place-Down,gpt-3.5-turbo-0301,2,No
Pick-Up,Place-Down,gpt-3.5-turbo-0301,3,No
Pick-Up,Place-Down,gpt-3.5-turbo-0301,4,No
Pick-Up,Place-Down,gpt-3.5-turbo-0301,5,No
Pick-Up,Place-Down,gpt-3.5-turbo-0613,1,No
Pick-Up,Place-Down,gpt-3.5-turbo-0613,2,No
Pick-Up,Place-Down,gpt-3.5-turbo-0613,3,No
Pick-Up,Place-Down,gpt-3.5-turbo-0613,4,No
Pick-Up,Place-Down,gpt-3.5-turbo-0613,5,No
Pick-Up,Place-Down,gpt-4-0613,1,No
Pick-Up,Place-Down,gpt-4-0613,2,No
Pick-Up,Place-Down,gpt-4-0613,3,No
Pick-Up,Place-Down,gpt-4-0613,4,No
Pick-Up,Place-Down,gpt-4-0613,5,No
Pick-Up,Pour,gpt-3.5-turbo-0301,1,Yes
Pick-Up,Pour,gpt-3.5-turbo-0301,2,Yes
Pick-Up,Pour,gpt-3.5-turbo-0301,3,Yes
Pick-Up,Pour,gpt-3.5-turbo-0301,4,Yes
Pick-Up,Pour,gpt-3.5-turbo-0301,5,Yes
Pick-Up,Pour,gpt-3.5-turbo-0613,1,Yes
Pick-Up,Pour,gpt-3.5-turbo-0613,2,Yes
Pick-Up,Pour,gpt-3.5-turbo-0613,3,Yes
Pick-Up,Pour,gpt-3.5-turbo-0613,4,Yes
Pick-Up,Pour,gpt-3.5-turbo-0613,5,Yes
Pick-Up,Pour,gpt-4-0613,1,Yes
Pick-Up,Pour,gpt-4-0613,2,Yes
Pick-Up,Pour,gpt-4-0613,3,Yes
Pick-Up,Pour,gpt-4-0613,4,Yes
Pick-Up,Pour,gpt-4-0613,5,Yes
Pick-Up,Slice,gpt-3.5-turbo-0301,1,Yes
Pick-Up,Slice,gpt-3.5-turbo-0301,2,Yes
Pick-Up,Slice,gpt-3.5-turbo-0301,3,Yes
Pick-Up,Slice,gpt-3.5-turbo-0301,4,Yes
Pick-Up,Slice,gpt-3.5-turbo-0301,5,Yes
Pick-Up,Slice,gpt-3.5-turbo-0613,1,No
Pick-Up,Slice,gpt-3.5-turbo-0613,2,No
Pick-Up,Slice,gpt-3.5-turbo-0613,3,No
Pick-Up,Slice,gpt-3.5-turbo-0613,4,No
Pick-Up,Slice,gpt-3.5-turbo-0613,5,No
Pick-Up,Slice,gpt-4-0613,1,No
Pick-Up,Slice,gpt-4-0613,2,Yes
Pick-Up,Slice,gpt-4-0613,3,Yes
Pick-Up,Slice,gpt-4-0613,4,Yes
Pick-Up,Slice,gpt-4-0613,5,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0301,1,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0301,2,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0301,3,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0301,4,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0301,5,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0613,1,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0613,2,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0613,3,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0613,4,Yes
Pick-Up,Wipe,gpt-3.5-turbo-0613,5,Yes
Pick-Up,Wipe,gpt-4-0613,1,Yes
Pick-Up,Wipe,gpt-4-0613,2,Yes
Pick-Up,Wipe,gpt-4-0613,3,Yes
Pick-Up,Wipe,gpt-4-0613,4,Yes
Pick-Up,Wipe,gpt-4-0613,5,Yes
Place-Down,Close,gpt-3.5-turbo-0301,1,No
Place-Down,Close,gpt-3.5-turbo-0301,2,No
Place-Down,Close,gpt-3.5-turbo-0301,3,No
Place-Down,Close,gpt-3.5-turbo-0301,4,No
Place-Down,Close,gpt-3.5-turbo-0301,5,No
Place-Down,Close,gpt-3.5-turbo-0613,1,No
Place-Down,Close,gpt-3.5-turbo-0613,2,No
Place-Down,Close,gpt-3.5-turbo-0613,3,No
Place-Down,Close,gpt-3.5-turbo-0613,4,No
Place-Down,Close,gpt-3.5-turbo-0613,5,No
Place-Down,Close,gpt-4-0613,1,No
Place-Down,Close,gpt-4-0613,2,Yes
Place-Down,Close,gpt-4-0613,3,Yes
Place-Down,Close,gpt-4-0613,4,Yes
Place-Down,Close,gpt-4-0613,5,Yes
Place-Down,Halve,gpt-3.5-turbo-0301,1,No
Place-Down,Halve,gpt-3.5-turbo-0301,2,No
Place-Down,Halve,gpt-3.5-turbo-0301,3,No
Place-Down,Halve,gpt-3.5-turbo-0301,4,No
Place-Down,Halve,gpt-3.5-turbo-0301,5,No
Place-Down,Halve,gpt-3.5-turbo-0613,1,Yes
Place-Down,Halve,gpt-3.5-turbo-0613,2,Yes
Place-Down,Halve,gpt-3.5-turbo-0613,3,Yes
Place-Down,Halve,gpt-3.5-turbo-0613,4,Yes
Place-Down,Halve,gpt-3.5-turbo-0613,5,Yes
Place-Down,Halve,gpt-4-0613,1,No
Place-Down,Halve,gpt-4-0613,2,No
Place-Down,Halve,gpt-4-0613,3,No
Place-Down,Halve,gpt-4-0613,4,No
Place-Down,Halve,gpt-4-0613,5,No
Place-Down,Hold,gpt-3.5-turbo-0301,1,No
Place-Down,Hold,gpt-3.5-turbo-0301,2,No
Place-Down,Hold,gpt-3.5-turbo-0301,3,No
Place-Down,Hold,gpt-3.5-turbo-0301,4,No
Place-Down,Hold,gpt-3.5-turbo-0301,5,No
Place-Down,Hold,gpt-3.5-turbo-0613,1,No
Place-Down,Hold,gpt-3.5-turbo-0613,2,No
Place-Down,Hold,gpt-3.5-turbo-0613,3,No
Place-Down,Hold,gpt-3.5-turbo-0613,4,No
Place-Down,Hold,gpt-3.5-turbo-0613,5,No
Place-Down,Hold,gpt-4-0613,1,No
Place-Down,Hold,gpt-4-0613,2,No
Place-Down,Hold,gpt-4-0613,3,No
Place-Down,Hold,gpt-4-0613,4,No
Place-Down,Hold,gpt-4-0613,5,No
Place-Down,Open,gpt-3.5-turbo-0301,1,No
Place-Down,Open,gpt-3.5-turbo-0301,2,No
Place-Down,Open,gpt-3.5-turbo-0301,3,No
Place-Down,Open,gpt-3.5-turbo-0301,4,No
Place-Down,Open,gpt-3.5-turbo-0301,5,No
Place-Down,Open,gpt-3.5-turbo-0613,1,No
Place-Down,Open,gpt-3.5-turbo-0613,2,No
Place-Down,Open,gpt-3.5-turbo-0613,3,No
Place-Down,Open,gpt-3.5-turbo-0613,4,No
Place-Down,Open,gpt-3.5-turbo-0613,5,No
Place-Down,Open,gpt-4-0613,1,No
Place-Down,Open,gpt-4-0613,2,No
Place-Down,Open,gpt-4-0613,3,No
Place-Down,Open,gpt-4-0613,4,No
Place-Down,Open,gpt-4-0613,5,No
Place-Down,Pick-Up,gpt-3.5-turbo-0301,1,No
Place-Down,Pick-Up,gpt-3.5-turbo-0301,2,No
Place-Down,Pick-Up,gpt-3.5-turbo-0301,3,No
Place-Down,Pick-Up,gpt-3.5-turbo-0301,4,No
Place-Down,Pick-Up,gpt-3.5-turbo-0301,5,No
Place-Down,Pick-Up,gpt-3.5-turbo-0613,1,No
Place-Down,Pick-Up,gpt-3.5-turbo-0613,2,No
Place-Down,Pick-Up,gpt-3.5-turbo-0613,3,No
Place-Down,Pick-Up,gpt-3.5-turbo-0613,4,No
Place-Down,Pick-Up,gpt-3.5-turbo-0613,5,No
Place-Down,Pick-Up,gpt-4-0613,1,No
Place-Down,Pick-Up,gpt-4-0613,2,No
Place-Down,Pick-Up,gpt-4-0613,3,No
Place-Down,Pick-Up,gpt-4-0613,4,No
Place-Down,Pick-Up,gpt-4-0613,5,No
Place-Down,Pour,gpt-3.5-turbo-0301,1,No
Place-Down,Pour,gpt-3.5-turbo-0301,2,No
Place-Down,Pour,gpt-3.5-turbo-0301,3,No
Place-Down,Pour,gpt-3.5-turbo-0301,4,No
Place-Down,Pour,gpt-3.5-turbo-0301,5,No
Place-Down,Pour,gpt-3.5-turbo-0613,1,No
Place-Down,Pour,gpt-3.5-turbo-0613,2,No
Place-Down,Pour,gpt-3.5-turbo-0613,3,No
Place-Down,Pour,gpt-3.5-turbo-0613,4,No
Place-Down,Pour,gpt-3.5-turbo-0613,5,No
Place-Down,Pour,gpt-4-0613,1,Yes
Place-Down,Pour,gpt-4-0613,2,No
Place-Down,Pour,gpt-4-0613,3,No
Place-Down,Pour,gpt-4-0613,4,No
Place-Down,Pour,gpt-4-0613,5,No
Place-Down,Slice,gpt-3.5-turbo-0301,1,No
Place-Down,Slice,gpt-3.5-turbo-0301,2,No
Place-Down,Slice,gpt-3.5-turbo-0301,3,No
Place-Down,Slice,gpt-3.5-turbo-0301,4,No
Place-Down,Slice,gpt-3.5-turbo-0301,5,No
Place-Down,Slice,gpt-3.5-turbo-0613,1,No
Place-Down,Slice,gpt-3.5-turbo-0613,2,No
Place-Down,Slice,gpt-3.5-turbo-0613,3,No
Place-Down,Slice,gpt-3.5-turbo-0613,4,No
Place-Down,Slice,gpt-3.5-turbo-0613,5,No
Place-Down,Slice,gpt-4-0613,1,No
Place-Down,Slice,gpt-4-0613,2,No
Place-Down,Slice,gpt-4-0613,3,No
Place-Down,Slice,gpt-4-0613,4,No
Place-Down,Slice,gpt-4-0613,5,No
Place-Down,Wipe,gpt-3.5-turbo-0301,1,Yes
Place-Down,Wipe,gpt-3.5-turbo-0301,2,Yes
Place-Down,Wipe,gpt-3.5-turbo-0301,3,Yes
Place-Down,Wipe,gpt-3.5-turbo-0301,4,Yes
Place-Down,Wipe,gpt-3.5-turbo-0301,5,Yes
Place-Down,Wipe,gpt-3.5-turbo-0613,1,Yes
Place-Down,Wipe,gpt-3.5-turbo-0613,2,Yes
Place-Down,Wipe,gpt-3.5-turbo-0613,3,Yes
Place-Down,Wipe,gpt-3.5-turbo-0613,4,Yes
Place-Down,Wipe,gpt-3.5-turbo-0613,5,Yes
Place-Down,Wipe,gpt-4-0613,1,Yes
Place-Down,Wipe,gpt-4-0613,2,Yes
Place-Down,Wipe,gpt-4-0613,3,Yes
Place-Down,Wipe,gpt-4-0613,4,Yes
Place-Down,Wipe,gpt-4-0613,5,Yes
Pour,Close,gpt-3.5-turbo-0301,1,No
Pour,Close,gpt-3.5-turbo-0301,2,No
Pour,Close,gpt-3.5-turbo-0301,3,No
Pour,Close,gpt-3.5-turbo-0301,4,No
Pour,Close,gpt-3.5-turbo-0301,5,No
Pour,Close,gpt-3.5-turbo-0613,1,No
Pour,Close,gpt-3.5-turbo-0613,2,No
Pour,Close,gpt-3.5-turbo-0613,3,No
Pour,Close,gpt-3.5-turbo-0613,4,No
Pour,Close,gpt-3.5-turbo-0613,5,No
Pour,Close,gpt-4-0613,1,No
Pour,Close,gpt-4-0613,2,No
Pour,Close,gpt-4-0613,3,No
Pour,Close,gpt-4-0613,4,No
Pour,Close,gpt-4-0613,5,No
Pour,Halve,gpt-3.5-turbo-0301,1,Yes
Pour,Halve,gpt-3.5-turbo-0301,2,Yes
Pour,Halve,gpt-3.5-turbo-0301,3,Yes
Pour,Halve,gpt-3.5-turbo-0301,4,Yes
Pour,Halve,gpt-3.5-turbo-0301,5,Yes
Pour,Halve,gpt-3.5-turbo-0613,1,Yes
Pour,Halve,gpt-3.5-turbo-0613,2,Yes
Pour,Halve,gpt-3.5-turbo-0613,3,Yes
Pour,Halve,gpt-3.5-turbo-0613,4,Yes
Pour,Halve,gpt-3.5-turbo-0613,5,Yes
Pour,Halve,gpt-4-0613,1,No
Pour,Halve,gpt-4-0613,2,Yes
Pour,Halve,gpt-4-0613,3,Yes
Pour,Halve,gpt-4-0613,4,Yes
Pour,Halve,gpt-4-0613,5,Yes
Pour,Hold,gpt-3.5-turbo-0301,1,No
Pour,Hold,gpt-3.5-turbo-0301,2,No
Pour,Hold,gpt-3.5-turbo-0301,3,No
Pour,Hold,gpt-3.5-turbo-0301,4,No
Pour,Hold,gpt-3.5-turbo-0301,5,No
Pour,Hold,gpt-3.5-turbo-0613,1,No
Pour,Hold,gpt-3.5-turbo-0613,2,No
Pour,Hold,gpt-3.5-turbo-0613,3,No
Pour,Hold,gpt-3.5-turbo-0613,4,No
Pour,Hold,gpt-3.5-turbo-0613,5,No
Pour,Hold,gpt-4-0613,1,No
Pour,Hold,gpt-4-0613,2,No
Pour,Hold,gpt-4-0613,3,No
Pour,Hold,gpt-4-0613,4,No
Pour,Hold,gpt-4-0613,5,No
Pour,Open,gpt-3.5-turbo-0301,1,No
Pour,Open,gpt-3.5-turbo-0301,2,No
Pour,Open,gpt-3.5-turbo-0301,3,No
Pour,Open,gpt-3.5-turbo-0301,4,No
Pour,Open,gpt-3.5-turbo-0301,5,No
Pour,Open,gpt-3.5-turbo-0613,1,Yes
Pour,Open,gpt-3.5-turbo-0613,2,Yes
Pour,Open,gpt-3.5-turbo-0613,3,Yes
Pour,Open,gpt-3.5-turbo-0613,4,Yes
Pour,Open,gpt-3.5-turbo-0613,5,Yes
Pour,Open,gpt-4-0613,1,No
Pour,Open,gpt-4-0613,2,No
Pour,Open,gpt-4-0613,3,No
Pour,Open,gpt-4-0613,4,No
Pour,Open,gpt-4-0613,5,No
Pour,Pick-Up,gpt-3.5-turbo-0301,1,No
Pour,Pick-Up,gpt-3.5-turbo-0301,2,No
Pour,Pick-Up,gpt-3.5-turbo-0301,3,No
Pour,Pick-Up,gpt-3.5-turbo-0301,4,No
Pour,Pick-Up,gpt-3.5-turbo-0301,5,No
Pour,Pick-Up,gpt-3.5-turbo-0613,1,No
Pour,Pick-Up,gpt-3.5-turbo-0613,2,No
Pour,Pick-Up,gpt-3.5-turbo-0613,3,No
Pour,Pick-Up,gpt-3.5-turbo-0613,4,No
Pour,Pick-Up,gpt-3.5-turbo-0613,5,No
Pour,Pick-Up,gpt-4-0613,1,No
Pour,Pick-Up,gpt-4-0613,2,No
Pour,Pick-Up,gpt-4-0613,3,No
Pour,Pick-Up,gpt-4-0613,4,No
Pour,Pick-Up,gpt-4-0613,5,No
Pour,Place-Down,gpt-3.5-turbo-0301,1,No
Pour,Place-Down,gpt-3.5-turbo-0301,2,No
Pour,Place-Down,gpt-3.5-turbo-0301,3,No
Pour,Place-Down,gpt-3.5-turbo-0301,4,No
Pour,Place-Down,gpt-3.5-turbo-0301,5,No
Pour,Place-Down,gpt-3.5-turbo-0613,1,No
Pour,Place-Down,gpt-3.5-turbo-0613,2,No
Pour,Place-Down,gpt-3.5-turbo-0613,3,No
Pour,Place-Down,gpt-3.5-turbo-0613,4,No
Pour,Place-Down,gpt-3.5-turbo-0613,5,No
Pour,Place-Down,gpt-4-0613,1,No
Pour,Place-Down,gpt-4-0613,2,No
Pour,Place-Down,gpt-4-0613,3,No
Pour,Place-Down,gpt-4-0613,4,No
Pour,Place-Down,gpt-4-0613,5,No
Pour,Slice,gpt-3.5-turbo-0301,1,Yes
Pour,Slice,gpt-3.5-turbo-0301,2,Yes
Pour,Slice,gpt-3.5-turbo-0301,3,Yes
Pour,Slice,gpt-3.5-turbo-0301,4,Yes
Pour,Slice,gpt-3.5-turbo-0301,5,Yes
Pour,Slice,gpt-3.5-turbo-0613,1,No
Pour,Slice,gpt-3.5-turbo-0613,2,No
Pour,Slice,gpt-3.5-turbo-0613,3,Yes
Pour,Slice,gpt-3.5-turbo-0613,4,No
Pour,Slice,gpt-3.5-turbo-0613,5,No
Pour,Slice,gpt-4-0613,1,No
Pour,Slice,gpt-4-0613,2,Yes
Pour,Slice,gpt-4-0613,3,Yes
Pour,Slice,gpt-4-0613,4,Yes
Pour,Slice,gpt-4-0613,5,Yes
Pour,Wipe,gpt-3.5-turbo-0301,1,Yes
Pour,Wipe,gpt-3.5-turbo-0301,2,Yes
Pour,Wipe,gpt-3.5-turbo-0301,3,Yes
Pour,Wipe,gpt-3.5-turbo-0301,4,Yes
Pour,Wipe,gpt-3.5-turbo-0301,5,Yes
Pour,Wipe,gpt-3.5-turbo-0613,1,Yes
Pour,Wipe,gpt-3.5-turbo-0613,2,Yes
Pour,Wipe,gpt-3.5-turbo-0613,3,Yes
Pour,Wipe,gpt-3.5-turbo-0613,4,Yes
Pour,Wipe,gpt-3.5-turbo-0613,5,Yes
Pour,Wipe,gpt-4-0613,1,Yes
Pour,Wipe,gpt-4-0613,2,Yes
Pour,Wipe,gpt-4-0613,3,Yes
Pour,Wipe,gpt-4-0613,4,Yes
Pour,Wipe,gpt-4-0613,5,Yes
Slice,Close,gpt-3.5-turbo-0301,1,No
Slice,Close,gpt-3.5-turbo-0301,2,No
Slice,Close,gpt-3.5-turbo-0301,3,No
Slice,Close,gpt-3.5-turbo-0301,4,No
Slice,Close,gpt-3.5-turbo-0301,5,No
Slice,Close,gpt-3.5-turbo-0613,1,No
Slice,Close,gpt-3.5-turbo-0613,2,No
Slice,Close,gpt-3.5-turbo-0613,3,No
Slice,Close,gpt-3.5-turbo-0613,4,No
Slice,Close,gpt-3.5-turbo-0613,5,No
Slice,Close,gpt-4-0613,1,No
Slice,Close,gpt-4-0613,2,No
Slice,Close,gpt-4-0613,3,No
Slice,Close,gpt-4-0613,4,No
Slice,Close,gpt-4-0613,5,No
Slice,Halve,gpt-3.5-turbo-0301,1,Yes
Slice,Halve,gpt-3.5-turbo-0301,2,Yes
Slice,Halve,gpt-3.5-turbo-0301,3,Yes
Slice,Halve,gpt-3.5-turbo-0301,4,Yes
Slice,Halve,gpt-3.5-turbo-0301,5,Yes
Slice,Halve,gpt-3.5-turbo-0613,1,Yes
Slice,Halve,gpt-3.5-turbo-0613,2,Yes
Slice,Halve,gpt-3.5-turbo-0613,3,Yes
Slice,Halve,gpt-3.5-turbo-0613,4,Yes
Slice,Halve,gpt-3.5-turbo-0613,5,Yes
Slice,Halve,gpt-4-0613,1,No
Slice,Halve,gpt-4-0613,2,Yes
Slice,Halve,gpt-4-0613,3,Yes
Slice,Halve,gpt-4-0613,4,Yes
Slice,Halve,gpt-4-0613,5,Yes
Slice,Hold,gpt-3.5-turbo-0301,1,No
Slice,Hold,gpt-3.5-turbo-0301,2,No
Slice,Hold,gpt-3.5-turbo-0301,3,No
Slice,Hold,gpt-3.5-turbo-0301,4,No
Slice,Hold,gpt-3.5-turbo-0301,5,No
Slice,Hold,gpt-3.5-turbo-0613,1,No
Slice,Hold,gpt-3.5-turbo-0613,2,No
Slice,Hold,gpt-3.5-turbo-0613,3,No
Slice,Hold,gpt-3.5-turbo-0613,4,No
Slice,Hold,gpt-3.5-turbo-0613,5,No
Slice,Hold,gpt-4-0613,1,No
Slice,Hold,gpt-4-0613,2,No
Slice,Hold,gpt-4-0613,3,No
Slice,Hold,gpt-4-0613,4,No
Slice,Hold,gpt-4-0613,5,No
Slice,Open,gpt-3.5-turbo-0301,1,No
Slice,Open,gpt-3.5-turbo-0301,2,No
Slice,Open,gpt-3.5-turbo-0301,3,No
Slice,Open,gpt-3.5-turbo-0301,4,No
Slice,Open,gpt-3.5-turbo-0301,5,No
Slice,Open,gpt-3.5-turbo-0613,1,No
Slice,Open,gpt-3.5-turbo-0613,2,No
Slice,Open,gpt-3.5-turbo-0613,3,No
Slice,Open,gpt-3.5-turbo-0613,4,No
Slice,Open,gpt-3.5-turbo-0613,5,No
Slice,Open,gpt-4-0613,1,No
Slice,Open,gpt-4-0613,2,No
Slice,Open,gpt-4-0613,3,No
Slice,Open,gpt-4-0613,4,No
Slice,Open,gpt-4-0613,5,No
Slice,Pick-Up,gpt-3.5-turbo-0301,1,No
Slice,Pick-Up,gpt-3.5-turbo-0301,2,No
Slice,Pick-Up,gpt-3.5-turbo-0301,3,No
Slice,Pick-Up,gpt-3.5-turbo-0301,4,No
Slice,Pick-Up,gpt-3.5-turbo-0301,5,No
Slice,Pick-Up,gpt-3.5-turbo-0613,1,No
Slice,Pick-Up,gpt-3.5-turbo-0613,2,No
Slice,Pick-Up,gpt-3.5-turbo-0613,3,No
Slice,Pick-Up,gpt-3.5-turbo-0613,4,No
Slice,Pick-Up,gpt-3.5-turbo-0613,5,No
Slice,Pick-Up,gpt-4-0613,1,No
Slice,Pick-Up,gpt-4-0613,2,No
Slice,Pick-Up,gpt-4-0613,3,No
Slice,Pick-Up,gpt-4-0613,4,No
Slice,Pick-Up,gpt-4-0613,5,No
Slice,Place-Down,gpt-3.5-turbo-0301,1,No
Slice,Place-Down,gpt-3.5-turbo-0301,2,No
Slice,Place-Down,gpt-3.5-turbo-0301,3,No
Slice,Place-Down,gpt-3.5-turbo-0301,4,No
Slice,Place-Down,gpt-3.5-turbo-0301,5,No
Slice,Place-Down,gpt-3.5-turbo-0613,1,No
Slice,Place-Down,gpt-3.5-turbo-0613,2,No
Slice,Place-Down,gpt-3.5-turbo-0613,3,No
Slice,Place-Down,gpt-3.5-turbo-0613,4,No
Slice,Place-Down,gpt-3.5-turbo-0613,5,No
Slice,Place-Down,gpt-4-0613,1,No
Slice,Place-Down,gpt-4-0613,2,No
Slice,Place-Down,gpt-4-0613,3,No
Slice,Place-Down,gpt-4-0613,4,No
Slice,Place-Down,gpt-4-0613,5,No
Slice,Pour,gpt-3.5-turbo-0301,1,Yes
Slice,Pour,gpt-3.5-turbo-0301,2,Yes
Slice,Pour,gpt-3.5-turbo-0301,3,Yes
Slice,Pour,gpt-3.5-turbo-0301,4,Yes
Slice,Pour,gpt-3.5-turbo-0301,5,Yes
Slice,Pour,gpt-3.5-turbo-0613,1,Yes
Slice,Pour,gpt-3.5-turbo-0613,2,Yes
Slice,Pour,gpt-3.5-turbo-0613,3,Yes
Slice,Pour,gpt-3.5-turbo-0613,4,Yes
Slice,Pour,gpt-3.5-turbo-0613,5,Yes
Slice,Pour,gpt-4-0613,1,Yes
Slice,Pour,gpt-4-0613,2,Yes
Slice,Pour,gpt-4-0613,3,Yes
Slice,Pour,gpt-4-0613,4,Yes
Slice,Pour,gpt-4-0613,5,Yes
Slice,Wipe,gpt-3.5-turbo-0301,1,No
Slice,Wipe,gpt-3.5-turbo-0301,2,No
Slice,Wipe,gpt-3.5-turbo-0301,3,No
Slice,Wipe,gpt-3.5-turbo-0301,4,No
Slice,Wipe,gpt-3.5-turbo-0301,5,No
Slice,Wipe,gpt-3.5-turbo-0613,1,Yes
Slice,Wipe,gpt-3.5-turbo-0613,2,Yes
Slice,Wipe,gpt-3.5-turbo-0613,3,Yes
Slice,Wipe,gpt-3.5-turbo-0613,4,Yes
Slice,Wipe,gpt-3.5-turbo-0613,5,Yes
Slice,Wipe,gpt-4-0613,1,Yes
Slice,Wipe,gpt-4-0613,2,No
Slice,Wipe,gpt-4-0613,3,No
Slice,Wipe,gpt-4-0613,4,No
Slice,Wipe,gpt-4-0613,5,No
Wipe,Close,gpt-3.5-turbo-0301,1,No
Wipe,Close,gpt-3.5-turbo-0301,2,No
Wipe,Close,gpt-3.5-turbo-0301,3,No
Wipe,Close,gpt-3.5-turbo-0301,4,No
Wipe,Close,gpt-3.5-turbo-0301,5,No
Wipe,Close,gpt-3.5-turbo-0613,1,No
Wipe,Close,gpt-3.5-turbo-0613,2,No
Wipe,Close,gpt-3.5-turbo-0613,3,No
Wipe,Close,gpt-3.5-turbo-0613,4,No
Wipe,Close,gpt-3.5-turbo-0613,5,No
Wipe,Close,gpt-4-0613,1,No
Wipe,Close,gpt-4-0613,2,No
Wipe,Close,gpt-4-0613,3,No
Wipe,Close,gpt-4-0613,4,No
Wipe,Close,gpt-4-0613,5,No
Wipe,Halve,gpt-3.5-turbo-0301,1,Yes
Wipe,Halve,gpt-3.5-turbo-0301,2,Yes
Wipe,Halve,gpt-3.5-turbo-0301,3,Yes
Wipe,Halve,gpt-3.5-turbo-0301,4,Yes
Wipe,Halve,gpt-3.5-turbo-0301,5,Yes
Wipe,Halve,gpt-3.5-turbo-0613,1,No
Wipe,Halve,gpt-3.5-turbo-0613,2,No
Wipe,Halve,gpt-3.5-turbo-0613,3,No
Wipe,Halve,gpt-3.5-turbo-0613,4,No
Wipe,Halve,gpt-3.5-turbo-0613,5,No
Wipe,Halve,gpt-4-0613,1,No
Wipe,Halve,gpt-4-0613,2,No
Wipe,Halve,gpt-4-0613,3,Yes
Wipe,Halve,gpt-4-0613,4,Yes
Wipe,Halve,gpt-4-0613,5,Yes
Wipe,Hold,gpt-3.5-turbo-0301,1,No
Wipe,Hold,gpt-3.5-turbo-0301,2,No
Wipe,Hold,gpt-3.5-turbo-0301,3,No
Wipe,Hold,gpt-3.5-turbo-0301,4,No
Wipe,Hold,gpt-3.5-turbo-0301,5,No
Wipe,Hold,gpt-3.5-turbo-0613,1,No
Wipe,Hold,gpt-3.5-turbo-0613,2,No
Wipe,Hold,gpt-3.5-turbo-0613,3,No
Wipe,Hold,gpt-3.5-turbo-0613,4,No
Wipe,Hold,gpt-3.5-turbo-0613,5,No
Wipe,Hold,gpt-4-0613,1,No
Wipe,Hold,gpt-4-0613,2,No
Wipe,Hold,gpt-4-0613,3,No
Wipe,Hold,gpt-4-0613,4,No
Wipe,Hold,gpt-4-0613,5,No
Wipe,Open,gpt-3.5-turbo-0301,1,No
Wipe,Open,gpt-3.5-turbo-0301,2,No
Wipe,Open,gpt-3.5-turbo-0301,3,No
Wipe,Open,gpt-3.5-turbo-0301,4,No
Wipe,Open,gpt-3.5-turbo-0301,5,No
Wipe,Open,gpt-3.5-turbo-0613,1,No
Wipe,Open,gpt-3.5-turbo-0613,2,No
Wipe,Open,gpt-3.5-turbo-0613,3,No
Wipe,Open,gpt-3.5-turbo-0613,4,No
Wipe,Open,gpt-3.5-turbo-0613,5,No
Wipe,Open,gpt-4-0613,1,No
Wipe,Open,gpt-4-0613,2,No
Wipe,Open,gpt-4-0613,3,No
Wipe,Open,gpt-4-0613,4,No
Wipe,Open,gpt-4-0613,5,No
Wipe,Pick-Up,gpt-3.5-turbo-0301,1,No
Wipe,Pick-Up,gpt-3.5-turbo-0301,2,No
Wipe,Pick-Up,gpt-3.5-turbo-0301,3,No
Wipe,Pick-Up,gpt-3.5-turbo-0301,4,No
Wipe,Pick-Up,gpt-3.5-turbo-0301,5,No
Wipe,Pick-Up,gpt-3.5-turbo-0613,1,No
Wipe,Pick-Up,gpt-3.5-turbo-0613,2,No
Wipe,Pick-Up,gpt-3.5-turbo-0613,3,No
Wipe,Pick-Up,gpt-3.5-turbo-0613,4,No
Wipe,Pick-Up,gpt-3.5-turbo-0613,5,No
Wipe,Pick-Up,gpt-4-0613,1,No
Wipe,Pick-Up,gpt-4-0613,2,No
Wipe,Pick-Up,gpt-4-0613,3,No
Wipe,Pick-Up,gpt-4-0613,4,No
Wipe,Pick-Up,gpt-4-0613,5,No
Wipe,Place-Down,gpt-3.5-turbo-0301,1,No
Wipe,Place-Down,gpt-3.5-turbo-0301,2,No
Wipe,Place-Down,gpt-3.5-turbo-0301,3,No
Wipe,Place-Down,gpt-3.5-turbo-0301,4,No
Wipe,Place-Down,gpt-3.5-turbo-0301,5,Yes
Wipe,Place-Down,gpt-3.5-turbo-0613,1,No
Wipe,Place-Down,gpt-3.5-turbo-0613,2,No
Wipe,Place-Down,gpt-3.5-turbo-0613,3,No
Wipe,Place-Down,gpt-3.5-turbo-0613,4,No
Wipe,Place-Down,gpt-3.5-turbo-0613,5,No
Wipe,Place-Down,gpt-4-0613,1,No
Wipe,Place-Down,gpt-4-0613,2,No
Wipe,Place-Down,gpt-4-0613,3,No
Wipe,Place-Down,gpt-4-0613,4,No
Wipe,Place-Down,gpt-4-0613,5,No
